Lista empresas
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.
"GP INVESTMENTS, LTD."
JHSF MALLS S.A.
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.
CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO
MOVIDA LOCAÇÃO DE VEÍCULOS S.A.
TECNISA S.A.
RAIZEN ENERGIA S.A.
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.
IGUA SANEAMENTO S.A.
JHSF PARTICIPACOES S.A.
EZ TEC EMPREEND. E PARTICIPACOES S.A.
CIA ENERGETICA DO RIO GDE NORTE - COSERN
MRV ENGENHARIA E PARTICIPACOES S.A.
ALUPAR INVESTIMENTO S/A
GUARARAPES CONFECCOES S.A.
TECBLU TECELAGEM BLUMENAU S.A.
CPFL ENERGIAS RENOVÁVEIS S.A.
CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D
CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL
CIA CELG DE PARTICIPACOES - CELGPAR
PRÁTICA PRODUTOS S.A.
NEXPE PARTICIPAÇÕES S.A
BRC SECURITIZADORA S.A.
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.
VIRGO COMPANHIA DE SECURITIZAÇÃO
BRASILIANA PARTICIPAÇÕES S/A
MAESTRO LOCADORA DE VEICULOS S.A.
SYN PROP & TECH S.A.
YDUQS PARTICIPACOES S.A.
TRISUL S.A.
CONCESSIONÁRIA DA RODOVIA MG-050 S.A.
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.
BCO PATAGONIA S.A.
NOVA SECURITIZACAO S.A.
DOMMO ENERGIA S.A.
MULTINER S/A
VISION SECURITIZADORA S.A.
LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES
INBRANDS S.A.
TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A
ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A
OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL
CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL
SERENA GERAÇÃO S.A.
FERROVIA NORTE SUL S/A
ANIMA HOLDING S.A.
TECHNOS S.A.
HABITASEC SECURITIZADORA SA
AZUL S.A.
AUTOPISTA LITORAL SUL
AUTOPISTA FLUMINENSE SA
AUTOPISTA PLANALTO SUL SA
AUTOPISTA FERNÃO DIAS SA
AUTOPISTA REGIS BITTENCOURT SA
"B3 S.A. - BRASIL, BOLSA, BALCÃO"
SANTO ANTONIO ENERGIA S.A.
K-INFRA RODOVIA DO AÇO S.A.
ÁQUILLA SECURITIZADORA S.A.
PDG COMPANHIA SECURITIZADORA
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A
LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A
CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.
AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A
ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.
INFRASEC SECURITIZADORA S.A.
TERMELÉTRICA PERNAMBUCO III S.A.
CONC AUTO RAPOSO TAVARES S.A.
BARI SECURITIZADORA S.A.
PRIO S.A.
VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.
CONC ROTA DAS BANDEIRAS S.A.
VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA
CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL
ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
CIA ENERGETICA DE PERNAMBUCO - CELPE
CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS
FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL
MULTIPLUS S.A.
BR HOME CENTERS S.A.
BSI CAPITAL SECURITIZADORA S.A.
COMPANHIA PAULISTA DE SECURITIZAÇÃO
YOU INC INCORPORADORA E PARTICIPAÇÃO S.A
MASSA FALIDA DA BRASIL PHARMA S.A.
ENAUTA PARTICIPAÇÕES S.A.
TRX SECURITIZADORA S.A.
ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.
BOA VISTA SERVIÇOS S.A.
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.
MOURA DUBEUX ENGENHARIA S/A
TRUE SECURITIZADORA S.A.
OCTANTE SECURITIZADORA S.A.
POLO CAPITAL SECURITIZADORA S.A
ORE  SECURITIZADORA SA
FERREIRA GOMES ENERGIA S.A.
HIDROVIAS DO BRASIL S.A.
HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A
TCP TERMINAL DE CONTEINERES DE PARANAGUA SA
FORTE SECURITIZADORA S.A.
BCO ESTADO DE SERGIPE S.A. - BANESE
ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A
GRUPO SBF S.A.
REIT SECURITIZADORA S/A
MLOG S.A.
BRASIL SECURITIZADORA S/A
ZAMP SA
SUGOI S.A.
ELEKEIROZ S.A.
NAOMI PARTICIPAÇÕES S.A.
NOAH PARTICIPAÇÕES S.A.
PARTICIPAÇÕES INDUST. DO NORDESTE S.A.
FONTAINE VILLE PARTICIPAÇÕES S/A
PARANA BCO S.A.
SANSUY S.A. INDUSTRIA DE PLASTICOS
GAIA IMPACTO SECURITIZADORA S.A.
CBO HOLDING S.A.
FRIGOL FOODS PARTICIPAÇÕES S.A.
J. MACEDO S.A.
PPLA PARTICIPATIONS LTD.
CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
TRONOX PIGMENTOS DO BRASIL S.A.
CIA ELETRICIDADE EST. DA BAHIA - COELBA
CIA FERRO LIGAS DA BAHIA - FERBASA
CIA SEGUROS ALIANCA DA BAHIA
ÓLEOS DE PALMA S.A. AGROINDUSTRIAL
CAPITALE SECURITIZADORA DE CRÉDITO S/A
NASA SECURITIZADORA S.A.
ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.
ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.
SALUS INFRAESTRUTURA PORTUARIA SA
BIOSEV S.A.
CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.
MBK SECURITIZADORA SA
METANOR SA METANOL DO NE
SUZANO S.A.
AZZAS 2154 S.A.
DIRECIONAL ENGENHARIA S.A.
LOCALIZA RENT A CAR S.A.
CIA ENERGETICA DE MINAS GERAIS - CEMIG
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL
MINASMAQUINAS S.A.
MENDES JUNIOR ENGENHARIA S.A.
ALFA HOLDINGS S.A.
FINANCEIRA ALFA S.A.- CRED FINANC E INVS
BCO MERCANTIL DO BRASIL S.A.
CONSORCIO ALFA DE ADMINISTRACAO S.A.
FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.
CIA FIACAO TECIDOS CEDRO CACHOEIRA
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.
BB SEGURIDADE PARTICIPAÇÕES S.A.
COSAN LOGISTICA S.A.
PORTO SUDESTE V.M. S.A.
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL
PRINER SERVIÇOS INDUSTRIAIS S.A.
RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.
ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.
BCBF PARTICIPAÇÕES S.A.
MGI - MINAS GERAIS PARTICIPAÇÕES S.A.
INSTITUTO HERMES PARDINI S.A.
CONCESSIONÁRIA ROTA DO OESTE S.A.
CIA INDUSTRIAL CATAGUASES
COMPANHIA ENERGÉTICA SINOP S/A
ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A
CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.
BIOTOSCANA INVESTMENTS S.A.
CONCESSIONÁRIA BR-040 S.A.
LOGOS COMPANHIA SECURITIZADORA S/A
NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.
OUROFINO S.A.
BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A
GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.
COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES
CIA TECIDOS SANTANENSE
ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A
MOVIDA PARTICIPACOES SA
LEADS CIA. SECURITIZADORA
FORTUNATO SECURITIZADORA S/A
PACIFIC RDSL PARTICIPAÇÕES S.A.
BTGI QUARTZO PARTICIPAÇÕES S/A
RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.
BTGI SAFIRA PARTICIPAÇÕES S/A
FINSBURY PARTICIPAÇÕES S.A.
CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE
COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG
FERTILIZANTES HERINGER S.A.
SENECA COMPANHIA SECURITIZADORA
CAIXA SEGURIDADE PARTICIPAÇÕES S.A.
CIA TECIDOS NORTE DE MINAS COTEMINAS
TEC TOY S.A.
COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO
RIO PARANA ENERGIA S.A.
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A."
VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A
BRK AMBIENTAL PARTICIPAÇÕES S.A.
ARGO TRANSMISSÃO DE ENERGIA S/A
ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A
RUMO MALHA NORTE S.A.
VERT COMPANHIA SECURITIZADORA
COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS
TRAVESSIA SECURITIZADORA S.A.
ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.
EQUATORIAL TRANSMISSORA 7 SPE S.A.
"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A."
CIA SEC CRED FIN CARTÕES CONSIG BMG
AUZZA SECURITIZADORA S. A.
EQUATORIAL TRANSMISSORA 8 SPE S.A.
VIAPAULISTA S.A.
BANESTES S.A. - BCO EST ESPIRITO SANTO
EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.
BCO ABC BRASIL S.A.
ENERGISA TRANSMISSÃO DE ENERGIA S/A
RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS
COMPANHIA ENERGÉTICA JAGUARA
COMPANHIA ENERGÉTICA MIRANDA
ROMAXIS SECURITIZADORA S.A.
SAO CARLOS EMPREEND E PARTICIPACOES S.A.
COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.
CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS
NORTEC QUÍMICA S.A.
SUL AMERICA S.A.
COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL
BCO BTG PACTUAL S.A.
ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS
COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS
HAGA S.A. INDUSTRIA E COMERCIO
RHC SECURITIZADORA DE CRÉDITOS S/A
GUARDIAN COMPANHIA SECURITIZADORA
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.
CASA DE PEDRA SECURITIZADORA DE CREDITO S/A
CONTAGEM SECURITIZADORA DE CRÉDITOS S.A.
FILADÉLFIA SECURITIZADORA S/A
SLOT URBANISMO S/A
COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.
VIX LOGÍSTICA S.A.
PETROLEO BRASILEIRO S.A. PETROBRAS
LOJAS AMERICANAS S.A.
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL
"MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI"
GRUPO CASAS BAHIA S.A.
CIA SIDERURGICA NACIONAL
AMPLA ENERGIA E SERVICOS S.A.
CIA PAULISTA DE FORCA E LUZ
MONTEIRO ARANHA S.A.
TECNOSOLO ENGENHARIA S.A. - EMPRESA FALIDA
VALID SOLUÇÕES S.A.
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.
ULTRAPAR PARTICIPACOES S.A.
CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE
IRB - BRASIL RESSEGUROS S.A.
SONDOTECNICA ENGENHARIA SOLOS S.A.
REFINARIA DE PETROLEOS MANGUINHOS S.A.
TEKNO S.A. - INDUSTRIA E COMERCIO
CIA HIDRO ELÉTRICA DO SÃO FRANCISCO
VALE S.A.
GERDAU S.A.
CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG
UNIPAR CARBOCLORO S.A.
BCO MERCANTIL DE INVESTIMENTOS S.A.
BMG LEASING S.A. - ARREND. MERCANTIL
VIBRA ENERGIA S/A
QUALITY SOFTWARE S.A.
BRQ SOLUCOES EM INFORMATICA S.A.
RUMO MALHA OESTE S.A.
BRASKEM S.A.
LOG-IN LOGISTICA INTERMODAL S.A.
WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.
EMBPAR PARTICIPAÇÕES S/A
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.
IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL
EVEN CONSTRUTORA E INCORPORADORA S.A.
CIA SANEAMENTO BASICO EST SAO PAULO
C&A MODAS S.A.
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.
BAHEMA EDUCAÇÃO S.A.
CONSTRUTORA LIX DA CUNHA S.A.
SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA
SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL
CIA BRASILEIRA DE DISTRIBUICAO
BRADESCO LEASING S.A. ARREND MERCANTIL
MAGAZINE LUIZA S.A.
HELBOR EMPREENDIMENTOS S.A.
VESTE S.A. ESTILO
BOMBRIL S.A.
COSAN S.A.
VULCABRAS S.A.
NUTRIPLANT INDUSTRIA E COMERCIO S.A.
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A
SAO MARTINHO S.A.
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.
JSL S.A.
TOTVS S.A.
ITAUTEC S.A. - GRUPO ITAUTEC
HAUSCENTER SA
EUCATEX S.A. INDUSTRIA E COMERCIO
ROMI S.A.
BICICLETAS MONARK S.A.
ODONTOPREV S.A.
BLAU FARMACÊUTICA S.A.
WHIRLPOOL S.A.
BCO PAN S.A.
POLPAR S.A.
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL
LIGHT SERVICOS DE ELETRICIDADE S.A.
MAHLE-METAL LEVE S.A.
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL
IGUATEMI S.A.
BLUE TECH SOLUTIONS EQI S.A.
FIBRIA CELULOSE S.A.
SUZANO HOLDING S.A.
CIA MELHORAMENTOS DE SAO PAULO
BCO BRADESCO S.A.
BCO ALFA DE INVESTIMENTO S.A.
FLEURY S.A.
BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL
ITAU UNIBANCO HOLDING S.A.
NORDON INDUSTRIAS METALURGICAS S.A.
USINAS SID DE MINAS GERAIS S.A.-USIMINAS
CESP - CIA ENERGETICA DE SAO PAULO
CONSTRUTORA ADOLPHO LINDENBERG S.A.
BCO INDUSVAL S.A.
MANGELS INDUSTRIAL S.A.
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL
NADIR FIGUEIREDO IND E COM S.A.
ALPARGATAS S.A.
COBRASMA S.A.
MANUFATURA DE BRINQUEDOS ESTRELA S.A.
CAMBUCI S.A.
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL
SANTHER FAB DE PAPEL STA THEREZINHA S.A.
IOCHPE MAXION S.A.
SIDERURGICA J. L. ALIPERTI S.A.
BANCO BMG S/A
MARISA LOJAS S.A.
AZEVEDO E TRAVASSOS S.A.
BAUMER S.A.
DIAGNOSTICOS DA AMERICA S.A.
ITAÚSA S.A.
REDE ENERGIA PARTICIPAÇÕES S.A.
RAIA DROGASIL S.A.
ELETROPAULO METROP. ELET. SAO PAULO S.A.
CIA GAS DE SAO PAULO - COMGAS
SAO PAULO TURISMO S.A.
BCO PINE S.A
BCO DAYCOVAL S.A.
BANCO RCI BRASIL S.A.
CAMIL ALIMENTOS S.A.
DIBENS LEASING S.A. - ARREND.MERCANTIL
RNI NEGÓCIOS IMOBILIÁRIOS S.A.
VIVER INCORPORADORA E CONSTRUTORA S.A.
MINERVA S.A.
CCB BRASIL ARRENDAMENTO MERCANTIL S.A.
ALGAR TELECOM S/A
CONSTRUTORA TENDA S.A.
NATURA COSMETICOS S.A.
CYRELA BRAZIL REALTY S.A.EMPREEND E PART
SNB PARTICIPACOES SA
FENICIAPAR S/A
ATACADÃO S.A.
UNIDAS LOCAÇÕES E SERVIÇOS S.A.
CIA PARANAENSE DE ENERGIA - COPEL
CIA SANEAMENTO DO PARANA - SANEPAR
OI S.A. - EM RECUPERAÇÃO JUDICIAL
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL
CIA HERING
METALGRAFICA IGUACU S.A.
POSITIVO TECNOLOGIA S.A.
CIA CATARINENSE DE AGUAS E SANEAM.-CASAN
TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL
KARSTEN S.A.
LOJAS HERING S.A.
ELECTRO ACO ALTONA S.A.
CIA INDUSTRIAL SCHLOSSER S.A.
TEXTIL RENAUXVIEW S.A.
PBG S/A
CENTRAIS ELET DE SANTA CATARINA S.A.
WEG S.A.
TUPY S.A.
DOHLER S.A.
WETZEL S.A.
SCHULZ S.A.
PORTO PONTA DO FELIX S/A
METALURGICA RIOSULENSE S.A.
METISA METALURGICA TIMBOENSE S.A.
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL
SEIVA S.A. - FLORESTAS E INDÚSTRIAS
